len array = 64
len combine = 8
len permutation = 6
 4920,     4
 4930,     5
 4935,    15
 5005,    34
 5016,     5
 5040,     8
 5060,     6
 5100,     7
 5130,     5
 5152,     1
 5160,     1
 5168,     5
 5180,     2
 5208,     1
 5220,    15
 5244,    10
 5278,     3
 5304,     5
 5313,     3
 5320,    30
 5330,     1
 5355,     1
 5412,     1
 5418,     1
 5460,    37
 5481,     8
 5520,    15
 5544,    95
 5580,     1
 5590,     1
 5600,     5
 5610,    15
 5640,    14
 5642,     1
 5676,     1
 5700,     1
 5712,     5
 5720,    66
 5740,    12
 5814,    13
 5865,    19
 5928,     2
 5940,     2
 6006,    17
 6020,     6
 6072,     1
 6090,     2
 6118,     1
 6120,    96
 6160,     1
 6188,     4
 6210,     5
 6240,     1
 6256,     8
 6264,     1
 6270,    20
 6384,     5
 6417,     1
 6426,     3
 6440,    11
 6460,    29
 6510,     3
 6552,    86
 6555,     5
 6580,    18
 6630,     8
 6660,     3
 6734,     1
 6783,    10
 6800,     3
 6840,     8
 6864,     2
 6888,     1
 6916,     1
 6930,    24
 6992,     6
 7020,     1
 7030,     4
 7038,     9
 7068,     1
 7106,     4
 7140,    28
 7176,     3
 7245,    14
 7254,     1
 7344,     1
 7380,     1
 7395,     2
 7410,     1
 7440,     6
 7480,     5
 7524,     1
 7540,     1
 7548,     2
 7590,    15
 7600,     1
 7650,     2
 7728,     4
 7752,     4
 7830,     9
 7854,     7
 7866,     8
 7888,    19
 7905,     5
 7980,    25
 8008,    62
 8050,     5
 8160,     2
 8190,    37
 8208,     3
 8211,     4
 8265,     2
 8280,     1
 8360,     3
 8398,    11
 8400,     5
 8415,     1
 8432,     8
 8436,     4
 8550,    16
 8556,     1
 8568,     3
 8602,    55
 8610,     6
 8694,     2
 8700,     2
 8721,    11
 8740,    50
 8778,    64
 8816,     7
 8840,     2
 8874,    16
 8925,    12
 8970,     3
 8976,     1
 9030,     3
 9044,     6
 9177,    50
 9180,     2
 9200,    11
 9240,   100
 9282,    16
 9300,     2
 9350,    16
 9384,    13
 9435,     1
 9576,     3
 9614,    57
 9660,    84
 9690,     9
 9870,    16
10296,     2
10332,     1
10374,     1
10472,     1
10540,     1
10545,     1
10660,     1
10710,     2
10836,     1
10920,    80
11088,     2
11193,     1
11385,     1
11592,     1
11704,     1
11730,     5
11856,     1
11970,     1
12090,     1
12144,     5
12376,     1
12540,    10
12580,     1
12600,     1
13090,     1
13464,     1
13832,     1
13860,    16
14260,     1
14280,    26
14790,     2
15048,     1
15540,     2
15912,     1
16008,     1
16150,     3
16422,     9
17160,    31
17220,     1
21735,     1
22440,     3
22800,     1
24024,     1
24225,     1
25080,     1
25830,     1
27720,    51
30030,     1
32760,     2
51480,     1
